management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,sic
4.1111112,4.5999999,4,3.8333333,5.0106354,,,,,0,0,,,United States,35
3.5555556,3.8,3.4000001,3.3333333,6.9077554,,10,Dispersed Shareholders,US,0,1,90,30,United States,35
4.6111112,5,4.1999998,4.5,5.857933,85,4,Dispersed Shareholders,US,0,1,100,80,United States,35
3,3,3.2,2.8333333,7.9480319,,,,,0,0,,,United States,33
3.1666667,3.2,2,4.1666665,7.495542,,,,,0,0,,,United States,27
3.7647059,4.5999999,3.5,3.1666667,5.521461,,,,,0,0,,,United States,38
3.4444444,3.4000001,3,3.6666667,5.521461,,,,,0,0,,,United States,38
3.2777777,3.5999999,3.4000001,3,5.857933,,10,Founder,,0,0,100,40,United States,38
4.0555553,3.8,4,4.3333335,5.857933,,,,,0,0,,,United States,38
3.8888888,4.1999998,4.1999998,3.6666667,7.0900769,,10,Dispersed Shareholders,US,0,1,90,50,United States,38
3.8888888,4,4,3.8333333,6.856462,,10,Dispersed Shareholders,US,0,1,90,24,United States,38
2.8333333,3,3,2.5,5.2983174,85,9,Other,Australia,1,0,90,20,New Zealand,20
3.3333333,3.5999999,4,3,4.7449322,99,2,Dispersed Shareholders,Canada,1,0,55,10,New Zealand,28
2.7222223,2.8,2.8,2.3333333,6.2146082,95,10,"Family owned, family CEO",New Zealand,0,1,90,60,New Zealand,36
2.5555556,2.8,2.8,2.3333333,6.7452364,98,10,Private Individuals,New Zealand,0,1,75,2,New Zealand,20
3.1111112,3.4000001,3.4000001,2.6666667,5.857933,65,3,"Family owned, family CEO",,0,0,33,1,New Zealand,20
2.7222223,3,3,2.3333333,4.7874918,90,6,Private Individuals,,0,0,40,5,New Zealand,23
2.4444444,2.5999999,2.8,2.1666667,4.6051702,60,5,"Family owned, family CEO",,0,0,70,0,New Zealand,20
3.1111112,3.8,3,2.5,4.7706847,90,10,Founder,New Zealand,0,1,50,10,New Zealand,35
3.1111112,3.2,3.5999999,2.5,5.7037826,1,5,Founder,,0,0,90,0,New Zealand,20
2.5555556,3.4000001,3,2,4.9052749,70,10,"Family owned, family CEO",,0,0,40,0,New Zealand,34
3.3888888,3.4000001,3.2,3.5,5.521461,5,3,Dispersed Shareholders,Australia,1,0,,,New Zealand,28
2.9444444,3.2,3,2.6666667,5.2470241,40,3,Private Equity,UK,1,0,10,0,New Zealand,22
3.0555556,3.5999999,3.2,2.1666667,6.6846118,80,6,Dispersed Shareholders,Switzerland,1,0,70,0,New Zealand,36
2,2,2,2,4.6051702,70,10,Private Individuals,,0,0,0,0,New Zealand,24
4.0555553,4.5999999,3.8,3.6666667,6.6846118,45,10,Dispersed Shareholders,France,1,0,75,15,New Zealand,20
2.6666667,3,2.5999999,2.3333333,4.6051702,60,6,Private Individuals,US,1,0,30,0,New Zealand,20
2.1666667,2,2.2,2.3333333,5.2983174,1,3,"Family owned, family CEO",,0,0,20,0,New Zealand,34
2.0555556,2,2.2,2,5.480639,80,10,Private Individuals,New Zealand,0,1,50,5,New Zealand,26
3.2777777,3.5999999,3.5999999,2.5,6.5510802,2,6,"Family owned, family CEO",New Zealand,0,1,10,1,New Zealand,28
3.5555556,4,4,2.8333333,7.0900769,80,10,Private Individuals,,0,0,25,2,New Zealand,20
2.7777777,2.8,3.4000001,2,5.1929569,0,9,Private Equity,Australia,1,0,0,0,New Zealand,27
3.1111112,3.5999999,3,2.5,6.3969297,10,4,Dispersed Shareholders,US,1,0,10,10,New Zealand,26
2.3333333,2.8,2.2,2.5,4.7004805,0,0,Dispersed Shareholders,Australia,1,0,50,0,New Zealand,33
3.4444444,4.1999998,3.2,2.8333333,7.377759,98,10,Dispersed Shareholders,New Zealand,0,1,85,10,New Zealand,38
4.0555553,4,4,3.8333333,5.7037826,50,10,Dispersed Shareholders,Ireland,1,0,100,0,New Zealand,35
3.5555556,4,4,3.3333333,6.3969297,5,1,Other,,0,0,95,30,New Zealand,28
2.6111112,2.5999999,3,2.1666667,5.0751739,60,6,Government,New Zealand,0,1,60,0,New Zealand,34
2.8333333,3,2.8,2.6666667,5.3565865,3,10,Dispersed Shareholders,Australia,1,0,90,15,New Zealand,28
3.3333333,3.8,3.2,3,5.2983174,2,6,Dispersed Shareholders,Australia,1,0,90,15,New Zealand,99
2.6111112,2.8,2.5999999,2.3333333,5.1357985,30,2,Private Individuals,,0,0,60,5,New Zealand,34
2.7222223,2.5999999,2.8,2.8333333,5.2983174,5,4,Private Individuals,,0,0,40,5,New Zealand,34
2.9444444,3.2,3,2.6666667,5.1929569,30,10,Private Equity,,0,0,60,5,New Zealand,20
3,4,2,2.6666667,6.1092477,80,10,Dispersed Shareholders,New Zealand,0,1,70,40,New Zealand,35
2.0555556,1.6,2,2.3333333,5.9914646,5,10,"Family owned, family CEO",,0,0,50,0,New Zealand,29
3.3888888,4,3.5999999,2.8333333,4.9416423,80,10,Private Individuals,,0,0,50,0,New Zealand,24
3,3.2,3,2.6666667,5.6698809,90,10,Dispersed Shareholders,Japan,1,0,10,2,New Zealand,24
2.8333333,3,2.8,2.8333333,4.9052749,10,10,"Family owned, family CEO",,0,0,50,5,New Zealand,20
3.1666667,3.8,3,2.6666667,5.7037826,5,4,Dispersed Shareholders,UK,1,0,50,10,New Zealand,34
2.4444444,2.8,2.4000001,2.1666667,5.8289456,60,10,Dispersed Shareholders,,0,0,70,5,New Zealand,20
2.5555556,2.8,2.8,2,5.3471074,50,10,Dispersed Shareholders,,0,0,50,5,New Zealand,30
3.5555556,4,3.5999999,2.8333333,4.7449322,2,2,Private Equity,UK,1,0,1,0,New Zealand,30
3.3333333,3.5999999,3.5999999,3,5.768321,80,10,Private Individuals,New Zealand,0,1,45,1,New Zealand,35
2.8333333,3,3,2.5,4.6051702,90,10,Founder,,0,0,90,5,New Zealand,30
2,2.2,2,1.8333334,4.7004805,95,10,Founder,,0,0,18,0,New Zealand,20
3.2777777,3.8,3.4000001,2.8333333,6.0402546,15,2,Dispersed Shareholders,US,1,0,35,0,New Zealand,26
1.5,1.4,1.4,1.5,5.0106354,15,10,Founder,,0,0,50,0,New Zealand,28
2.6111112,3,2.4000001,2.1666667,7.6009026,0,1,Other,Australia,1,0,0,5,New Zealand,27
2.3888888,2.4000001,2,2.5,5.0751739,75,4,Founder,New Zealand,0,1,90,40,New Zealand,35
2.8333333,3,2.8,2.6666667,6.3099184,80,10,Founder,,0,0,0,2,New Zealand,20
2.7222223,3.2,2.5999999,2.5,6.2146082,35,10,Private Individuals,Australia,1,0,25,5,New Zealand,22
2.2777777,2.2,2.4000001,2.3333333,4.7874918,90,10,Founder,,0,0,35,0,New Zealand,39
2.8333333,3.2,3,2.6666667,4.7874918,2,4,"Family owned, external CEO",Australia,1,0,50,5,New Zealand,20
3.2777777,3.5999999,3.4000001,2.8333333,5.3936276,95,3,Other,Us/New Zealand,1,0,65,1,New Zealand,20
2.7777777,3.2,2.4000001,2.3333333,5.9914646,70,10,"Family owned, external CEO",Australia,1,0,50,0,New Zealand,34
2.2777777,2.5999999,2.2,1.8333334,6.2146082,95,10,Founder,,0,0,0,0,New Zealand,24
2.8333333,3.2,2.8,2.5,4.6051702,90,2,Founder,Australia,1,0,100,45,New Zealand,28
2.5555556,3.5999999,2,1.6666666,4.6051702,70,5,Private Individuals,,0,0,50,3,New Zealand,35
3.4444444,4.4000001,3.8,2.5,4.8362818,70,3,Other,Korea,1,0,55,45,New Zealand,24
2.8888888,3.2,3,2.3333333,5.480639,35,10,Dispersed Shareholders,Sweden,1,0,90,25,New Zealand,34
1.7777778,1.8,2,1.8333334,4.6051702,0,2,Founder,,0,0,65,0,New Zealand,29
2.9444444,3,2.8,3,5.480639,85,10,Private Individuals,Italy,1,0,5,0,New Zealand,35
3.7222223,4.1999998,3.8,2.8333333,4.7706847,60,3,Dispersed Shareholders,UK,1,0,55,30,New Zealand,26
2.7777777,3,2.8,2.5,5.9914646,50,10,"Family owned, family CEO",New Zealand,0,1,25,0,New Zealand,20
3.1111112,3.5999999,2.5999999,2.8333333,6.4769726,20,8,Private Individuals,Australia,1,0,45,0,New Zealand,22
3.8888888,4.1999998,4.1999998,3.3333333,5.9914646,1,5,"Family owned, family CEO",Australia,1,0,72,5,New Zealand,26
2.7222223,3,3,2.1666667,6.1092477,60,10,Private Individuals,New Zealand,0,1,20,2,New Zealand,20
2.8333333,3.2,3,2.1666667,4.6728287,5,4,Private Individuals,,0,0,40,3,New Zealand,99
3.1764705,2.75,2.5999999,3.6666667,7.6962128,,,,,0,0,,,United States,35
2.0555556,1.8,1.8,2.3333333,7.6962128,,,Founder,,0,0,,,United States,35
3.3529413,3.4000001,3.5999999,3,8.0063677,,8,Founder,,0,0,30,0,United States,35
4.3333335,4.4000001,4.4000001,4.1666665,5.7037826,5,5,Founder,,0,0,30,2,United States,35
3.8333333,3.5999999,4,3.8333333,5.7037826,70,10,Founder,New Zealand,0,1,100,55,New Zealand,28
2.4444444,3.2,1.8,2.6666667,5.9914646,,6,Dispersed Shareholders,US,0,1,100,0,United States,35
2.3888888,2,2.4000001,2.6666667,5.0106354,0,2,Founder,,0,0,20,5,New Zealand,20
3,3,3,3,4.6051702,,10,Founder,,0,0,0,2,New Zealand,20
2.5,2.4000001,2.2,2.8333333,4.6051702,90,10,Founder,,0,0,0,3,New Zealand,20
3.2777777,4,3,2.6666667,6.1092477,50,2,Dispersed Shareholders,US,1,0,100,40,New Zealand,34
3.5,4,3.5999999,3,5.3936276,80,10,Government,New Zealand,0,1,25,0,New Zealand,29
1.6666666,2,1.6,1.6666666,4.6051702,100,10,"Family owned, family CEO",US,1,0,25,0,New Zealand,24
2.3333333,2.4000001,2.2,2.5,5.0751739,95,7,Founder,,0,0,13,0,New Zealand,20
2.8888888,3.2,2.5999999,2.5,5.3936276,95,10,Private Individuals,New Zealand,0,1,15,5,New Zealand,20
2.1666667,2.8,2.2,1.5,5.2983174,5,1,Private Individuals,New Zealand,0,1,0,1,New Zealand,20
3,3.5999999,2.5999999,3,4.8675346,30,10,Government,New Zealand,0,1,45,2,New Zealand,25
3.7222223,4,4,3.1666667,6.3456364,80,10,Private Equity,New Zealand,0,1,100,70,New Zealand,26
3.1666667,3.4000001,3.2,2.8333333,4.8283138,75,8,Dispersed Shareholders,New Zealand,0,1,95,30,New Zealand,20
2.9444444,3.4000001,3,2.5,6.5510802,25,6,Dispersed Shareholders,Sweden,1,0,25,0,New Zealand,26
3.4444444,3.5999999,3.4000001,3.1666667,4.7874918,50,10,Dispersed Shareholders,Switzerland,1,0,30,10,New Zealand,34
1.8888888,2,1.8,2.1666667,5.0751739,5,4,Founder,,0,0,50,0,New Zealand,20
3.1764705,3,3.4000001,3,5.2983174,,,,,0,0,,,United States,35
3.9411764,4.4000001,3.5999999,3.5999999,5.2983174,,,,,0,0,,,United States,35
3.8888888,4.4000001,4,3.3333333,7.0900769,,10,Dispersed Shareholders,US,0,1,,,United States,25
4.7222223,5,4.4000001,4.6666665,7.841886,,10,Dispersed Shareholders,US,0,1,95,35,United States,25
3,3.4000001,3.4000001,2.6666667,6.5510802,,,,,0,0,,,United States,37
3.0555556,3.4000001,3,2.6666667,6.9077554,,2,Dispersed Shareholders,US,0,1,70,10,United States,37
1.8888888,1.4,1.6,2.1666667,8.4118328,,,,,0,0,,,United States,38
4.2222223,4.1999998,4.5999999,4,6.3099184,70,10,"Family owned, external CEO",Germany,1,0,90,35,United States,38
2.2777777,2.5999999,2.2,2.1666667,4.9416423,,,,,0,0,,,United States,32
3.1111112,3.4000001,3,2.8333333,5.0106354,,,,,0,0,,,United States,35
3.8333333,4,4,3.5,7.5496092,,10,Dispersed Shareholders,,0,0,5,12,United States,35
2.9444444,2.8,2.8,3,6.6846118,,,,,0,0,,,United States,28
2.3888888,2.2,2.5999999,2.3333333,6.3969297,,,,,0,0,,,United States,27
3.8823528,4.25,3.5999999,3.8333333,6.5191474,,,,,0,0,,,United States,36
3.3333333,3.5999999,2.5999999,3.6666667,5.6903596,,,,,0,0,,,United States,34
2.7222223,3,2.4000001,3.3333333,5.9914646,,10,Dispersed Shareholders,,0,0,80,10,United States,34
3.4444444,3.5999999,3.5999999,3.1666667,5.9914646,0,3,Dispersed Shareholders,,0,0,66,0,United States,34
4.3333335,5,4.1999998,3.8333333,5.0434251,,,Dispersed Shareholders,,0,0,,,United States,38
3.3888888,3.8,3.2,3.3333333,5.2983174,,10,Dispersed Shareholders,,0,0,30,0,United States,38
3.6666667,4,3.5999999,3.5,4.7874918,50,10,Dispersed Shareholders,,0,0,100,75,United States,38
2.5294118,2.5,2.4000001,2.3333333,5.7037826,,,,,0,0,,,United States,38
2.5,3,1.6,3.3333333,5.7037826,,,,,0,0,,,United States,38
2.9444444,3.4000001,2.5999999,3,6.9077554,,3,Dispersed Shareholders,US,0,1,98,3,United States,38
3.1111112,3.2,2.8,3.5,6.9077554,65,4,Dispersed Shareholders,,0,0,97,38,United States,38
3.5555556,3.5999999,3.2,4,5.7037826,,,,,0,0,,,United States,38
2.2777777,2.2,2.4000001,2.3333333,5.2040067,,,,,0,0,,,United States,33
2.6666667,3,2.2,3,7.1959372,,,,,0,0,,,United States,23
1.6470588,1.6,1.5,1.5,4.9972124,,,,,0,0,,,United States,35
2.9444444,3,2.5999999,3,4.9972124,,,,,0,0,,,United States,35
2.5555556,3.5999999,2,2.6666667,6.418365,,,,,0,0,,,United States,30
3.5,4,3.5999999,3.8333333,5.7037826,,8,Private Equity,,0,0,80,25,United States,30
2.6666667,3.2,2.2,2.5,6.6200733,,10,Private Equity,,0,0,20,0,United States,30
3.6111112,4.1999998,3,3.6666667,5.857933,,,,,0,0,,,United States,35
3.5555556,4.1999998,3.5999999,3,7.0030656,,5,Founder,,0,0,90,40,United States,35
4.2222223,4.8000002,3.5999999,4.1666665,5.8289456,,,,,0,0,,,United States,35
1.6666666,1.8,1.6,1.8333334,6.3716121,,,,,0,0,,,United States,36
2.9444444,3.2,2.5999999,3.3333333,5.2983174,,,,,0,0,,,United States,32
4.2222223,4.4000001,4.1999998,4.1666665,6.6200733,,,,,0,0,,,United States,36
3.4117646,4.1999998,2.8,3,8.4118328,,5,Dispersed Shareholders,US,0,1,70,0,United States,36
4.2777777,4.5999999,4.1999998,4.1666665,6.2146082,0,10,Dispersed Shareholders,,0,0,100,40,United States,36
3.8888888,4.4000001,4.5999999,3.8333333,6.8023949,,10,Dispersed Shareholders,US,0,1,66,33,United States,20
4.647059,5,4.8000002,4.4000001,5.857933,,5,Dispersed Shareholders,US,0,1,80,10,United States,20
3.8333333,4.1999998,3.5999999,3.5,6.9077554,20,10,Dispersed Shareholders,US,0,1,100,4,United States,20
2.9444444,2.4000001,3,2.8333333,5.3936276,,,,,0,0,,,United States,38
3.3333333,3.4000001,2.5999999,3.5,5.3936276,,,,,0,0,,,United States,38
3.7222223,3.5999999,2.8,4.6666665,5.3936276,,5,Dispersed Shareholders,US,0,1,90,70,United States,38
3.2222223,3.4000001,2.5999999,3.6666667,5.7037826,,10,Dispersed Shareholders,US,0,1,100,90,United States,38
3.3333333,4,3.2,2.8333333,4.9558272,,,,,0,0,,,United States,26
3.5,3.5999999,3.5999999,3.3333333,8.1886892,,,,,0,0,,,United States,37
3.6666667,4.4000001,3.8,3,7.7832241,,8,Private Individuals,US,0,1,80,5,United States,37
3.6111112,3.8,3.8,3.5,8.1605186,,10,Dispersed Shareholders,,0,0,90,10,United States,37
3.0555556,3,2.4000001,3.5,4.6051702,,4,Dispersed Shareholders,,0,0,100,30,United States,38
3.3333333,3.2,3.5999999,3,7.0900769,4,6,Other,,0,0,35,5,Australia,39
3.6111112,4.4000001,3.5999999,2.5,6.4769726,8,10,Dispersed Shareholders,Japan,1,0,80,25,Australia,37
3.4444444,3.8,3.5999999,3,4.7184987,5,3,"Family owned, family CEO",,0,0,80,0,Australia,36
3.3333333,3.8,3.5999999,2.5,5.0751739,0,4,Founder,,0,0,50,15,Australia,34
2.9444444,3.4000001,3,2.5,8.0063677,2,3,Dispersed Shareholders,Australia,0,1,0,1,Australia,33
2.6666667,2.8,2.5999999,2.5,5.5984221,0,10,Founder,,0,0,50,5,Australia,36
2.8333333,2.8,3,2.6666667,4.6051702,100,0,Dispersed Shareholders,Japan,1,0,30,0,Australia,20
2.3888888,2.5999999,1.8,2.6666667,6.856462,0,4,Founder,Australia,0,1,4,0,Australia,32
2.5555556,2.8,2.8,2.6666667,5.1929569,50,10,"Family owned, family CEO",,0,0,50,5,Australia,20
3.0555556,3,3.4000001,2.8333333,5.480639,5,10,"Family owned, external CEO",,0,0,20,1,Australia,36
3.0555556,3.4000001,3,2.8333333,5.0106354,5,3,Founder,,0,0,50,0,Australia,24
1.7777778,1.4,1.6,2.1666667,5.8861041,5,3,Dispersed Shareholders,Germany,1,0,10,2,Australia,35
3.2222223,3.2,3.2,3.1666667,6.9077554,1,10,Private Equity,New Zealand,1,0,30,5,Australia,27
2.6666667,3,2.8,2.1666667,5.0106354,10,4,Other,Italy,1,0,30,0,Australia,39
2.8888888,3.2,2.5999999,2.8333333,8.5171928,0,10,Dispersed Shareholders,Australia,0,1,0,0,Australia,32
2.5,2.8,2.4000001,2.5,7.6009026,0,4,Other,Australian,1,0,80,15,Australia,20
3.1666667,3.8,3,3,7.6009026,60,10,Dispersed Shareholders,US,1,0,95,40,Australia,28
4,4.5999999,4.4000001,3.1666667,4.6051702,0,3,Other,Germany,1,0,,,Australia,36
3.3888888,4,3.4000001,2.8333333,8.0063677,0,3,Dispersed Shareholders,France,1,0,25,0,Australia,36
3.1666667,3.2,3.5999999,2.8333333,5.0106354,5,3,Private Individuals,Australia,0,1,30,0,Australia,22
3.1666667,3.4000001,3.5999999,2.5,7.3132205,0,10,Dispersed Shareholders,US,1,0,20,5,Australia,20
2.6470587,2.8,3,2.4000001,5.7037826,,10,"Family owned, family CEO",,0,0,,,Australia,20
3.7777777,3.8,4,3.3333333,5.521461,,,,,0,0,,,United States,37
3.3888888,4.1999998,3,3,5.32301,0,4,"Family owned, family CEO",Australia,0,1,1,0,Australia,25
2.8888888,3.2,2.8,2.6666667,4.7004805,80,3,Founder,Germany,1,0,60,10,Australia,35
3.6111112,4.1999998,3.8,2.8333333,8.2940493,5,5,Private Individuals,Sweden,1,0,100,60,Australia,36
3.1111112,3,3.4000001,3,5.521461,5,10,Private Equity,,0,0,50,25,Australia,33
3.4444444,4,3.2,3.3333333,8.1376886,,,Dispersed Shareholders,,0,0,,,United States,33
3,3.5999999,3.5999999,2,7.1701198,,3,Dispersed Shareholders,,0,0,50,5,United States,33
4.2222223,4.4000001,4.4000001,3.6666667,8.2940493,5,3,Dispersed Shareholders,,0,0,76,30,United States,33
2.6111112,3.2,2.5999999,2.3333333,5.6347895,75,5,Government,,0,0,50,2,Australia,27
2.3888888,2.4000001,2.2,2.3333333,4.9416423,0,1,Other,,0,0,40,2,Australia,39
3.3333333,4,3,3,4.7874918,0,4,"Family owned, family CEO",,0,0,100,40,Australia,30
4.3888888,5,4.8000002,3.8333333,5.2832036,,,,,0,0,,,United States,36
3.2777777,4,3.2,2.6666667,5.3936276,,10,Dispersed Shareholders,,0,0,95,6,United States,36
2.9444444,3,3.2,2.6666667,5.521461,70,10,Dispersed Shareholders,US,0,1,100,10,United States,36
2.8888888,3,3,2.3333333,5.521461,0,10,Founder,,0,0,50,10,Australia,25
2.8333333,2,3.4000001,3.3333333,5.7037826,,,,,0,0,,,United States,28
4.6111112,4.4000001,4.5999999,4.6666665,7.6962128,,,,,0,0,,,United States,36
2.7777777,3,2.4000001,2.6666667,5.9914646,40,10,Private Individuals,,0,0,20,0,Australia,30
3.2777777,3.2,3.5999999,3.1666667,6.5510802,0,3,"Family owned, family CEO",Australia,0,1,35,5,Australia,27
3.3333333,3.2,3.8,3.1666667,5.1929569,10,6,Private Individuals,UK,1,0,80,10,Australia,26
1.8333334,1.6,2,1.5,4.8675346,90,10,"Family owned, family CEO",Australia,0,1,20,10,Australia,36
2.4444444,2.2,2.5999999,2.3333333,6.2146082,2,2,Other,Australia,0,1,10,10,Australia,20
3.8888888,4.5999999,4,3.5,8.5171928,0,10,Dispersed Shareholders,US,1,0,100,3,Australia,20
2.9444444,3,3.2,2.6666667,5.857933,5,3,"Family owned, family CEO",,0,0,3,0,Australia,24
4.0555553,4.1999998,4.4000001,3.6666667,5.9135032,30,3,Private Individuals,Australia,0,1,100,1,Australia,36
3.1666667,3.5999999,3,3,5.2983174,100,10,Managers,Switzerland,1,0,40,4,Australia,29
2.9444444,3.8,2,2.8333333,4.6051702,90,6,Private Individuals,US,1,0,80,5,Australia,22
2.8888888,2.8,2.5999999,2.8333333,5.0106354,3,3,Private Individuals,,0,0,30,3,Australia,20
3.1666667,3.2,3.2,2.8333333,5.9914646,0,4,"Family owned, external CEO",Netherlands,1,0,90,10,Australia,33
3.1666667,3,3.5999999,2.8333333,8.0063677,0,3,Private Individuals,Germany,1,0,13,0,Australia,32
3.2777777,4.4000001,2.8,2.5,5.7037826,0,2,"Family owned, family CEO",,0,0,,2,Australia,25
2.6666667,2.8,3.2,2,5.5606818,5,5,Dispersed Shareholders,Netherlands,1,0,50,1,Australia,28
3.6111112,4.1999998,3.5999999,3,7.8240461,0,1,Dispersed Shareholders,Australia,0,1,25,25,Australia,37
3.3888888,3.8,3.4000001,2.8333333,6.8023949,30,3,"Family owned, external CEO",,0,0,30,0,Australia,20
3.7222223,4,4.1999998,2.8333333,4.7874918,3,3,Dispersed Shareholders,US,1,0,35,0,Australia,28
3.4444444,3.4000001,3.5999999,3.1666667,6.9077554,30,10,Dispersed Shareholders,US,1,0,100,20,Australia,25
2.6111112,3,3,2.5,7.8240461,5,1,Dispersed Shareholders,Australia,0,1,75,10,Australia,20
3.4444444,3.4000001,3.4000001,3.5,6.9077554,5,1,Dispersed Shareholders,France,1,0,50,10,Australia,28
3.0555556,3.4000001,3.4000001,2.6666667,4.7004805,15,5,"Family owned, family CEO",Australia,0,1,50,5,Australia,35
1.9444444,2.2,1.6,2.3333333,5.6347895,0,10,Other,,0,0,25,0,Australia,20
3.4444444,3.5999999,3.5999999,3.1666667,5.2983174,9,3,Dispersed Shareholders,France,1,0,30,15,Australia,32
4,4.4000001,4,3.5,8.4118328,5,1,Dispersed Shareholders,US,1,0,50,30,Australia,20
2.5,2.8,2.2,2.3333333,5.2983174,1,10,Founder,,0,0,0,0,Australia,34
2.8888888,3.2,2.8,2.6666667,7.8240461,0,8,Dispersed Shareholders,Switzerland,1,0,40,0,Australia,32
2.0555556,2.4000001,1.6,2.1666667,4.6051702,2,10,Founder,,0,0,30,0,Australia,20
3.4444444,3.5999999,3.5999999,2.8333333,4.7874918,10,3,Dispersed Shareholders,US,1,0,40,5,Australia,34
2.1666667,2.4000001,2,1.8333334,4.9972124,10,5,Dispersed Shareholders,US,1,0,50,0,Australia,26
3.0555556,3.4000001,3.2,2.6666667,5.2983174,2,10,Dispersed Shareholders,US,1,0,50,0,Australia,35
2.2222223,2.8,1.4,2.1666667,5.0106354,1,10,Private Individuals,Australia,0,1,0,0,Australia,36
4.0555553,4,4.1999998,4.1666665,6.3969297,30,3,Dispersed Shareholders,UK,1,0,100,75,Australia,28
2.2777777,2.4000001,1.6,2.6666667,5.1929569,5,2,Private Equity,,0,0,25,0,Australia,33
2.0555556,2.4000001,1.8,1.8333334,4.7004805,1,5,Private Equity,Australia,0,1,15,0,Australia,27
2.5555556,2.8,2.8,2.1666667,6.5510802,10,4,Dispersed Shareholders,Singapore,1,0,15,0,Australia,20
2.5,2.8,2.8,2,6.5510802,10,4,Dispersed Shareholders,Singapore,1,0,15,0,Australia,20
3.2222223,3.5999999,3.2,2.8333333,4.8202815,12,6,Other,US,1,0,80,2,Australia,34
2.1111112,2.4000001,1.8,2,4.7449322,30,10,"Family owned, family CEO",,0,0,33,0,Australia,20
3.2222223,3.8,3,2.8333333,6.2728772,70,10,Founder,Australia,0,1,0,5,Australia,35
3.2222223,3.5999999,3,2.8333333,7.495542,5,3,Dispersed Shareholders,US,1,0,50,25,Australia,35
3.8333333,4.8000002,3.5999999,3,7.8240461,60,6,Dispersed Shareholders,Japan,1,0,100,10,Australia,37
3.4444444,3.5999999,3.4000001,3.3333333,7.8240461,5,10,Dispersed Shareholders,Australia,0,1,90,3,Australia,33
3.0555556,3.2,3.4000001,2.6666667,4.7706847,100,10,Other,,0,0,45,10,Australia,22
2.1111112,3,1.2,2.1666667,5.0106354,60,10,Founder,,0,0,0,0,Australia,37
2.7222223,3.4000001,2.4000001,2.3333333,5.1647859,0,10,"Family owned, family CEO",,0,0,50,50,Australia,34
3.4444444,3.5999999,3.4000001,3.3333333,8.4118328,15,5,Dispersed Shareholders,Australia,0,1,80,20,Australia,28
2.5,2.4000001,2.5999999,2.3333333,4.9416423,20,10,"Family owned, family CEO",,0,0,30,2,Australia,20
3.4444444,4.5999999,3.2,2.5,8.4118328,98,10,Dispersed Shareholders,US,1,0,95,30,Australia,37
3.1666667,3.2,3.2,3,5.0106354,15,6,Other,,0,0,60,5,Australia,20
2.4705882,3.2,2,2,4.6051702,0,10,"Family owned, family CEO",,0,0,0,4,Australia,26
2.5555556,3,2.5999999,2.3333333,7.8240461,0,6,Private Individuals,Germany,1,0,50,0,Australia,32
3.3888888,4,2.8,3,6.9565454,0,4,Dispersed Shareholders,Germany,1,0,40,1,Australia,37
